Date,PG,TSLA
2018-03-27,72.72344207763672,279.17999267578125
2018-03-28,73.70504760742188,257.7799987792969
2018-03-29,74.11638641357422,266.1300048828125
2018-04-02,72.35884094238281,252.47999572753906
2018-04-03,73.34980010986328,267.5299987792969
2018-04-04,73.90137481689453,286.94000244140625
2018-04-05,73.66764831542969,305.7200012207031
2018-04-06,73.32176208496094,299.29998779296875
2018-04-09,73.06932830810547,289.6600036621094
2018-04-10,73.26565551757812,304.70001220703125
2018-04-11,73.17216491699219,300.92999267578125
2018-04-12,72.72344207763672,294.0799865722656
2018-04-13,73.26565551757812,300.3399963378906
2018-04-16,73.49002838134766,291.2099914550781
2018-04-17,73.32176208496094,287.69000244140625
2018-04-18,73.10673522949219,293.3500061035156
2018-04-19,70.71678924560547,300.0799865722656
2018-04-20,69.63175201416016,290.239990234375
2018-04-23,68.87694549560547,283.3699951171875
2018-04-24,68.40518951416016,283.4599914550781
2018-04-25,68.21646118164062,280.69000244140625
2018-04-26,68.64105224609375,285.4800109863281
2018-04-27,68.69766235351562,294.0799865722656
2018-04-30,68.25421142578125,293.8999938964844
2018-05-01,67.89567565917969,299.9200134277344
2018-05-02,66.93328094482422,301.1499938964844
2018-05-03,67.3295669555664,284.45001220703125
2018-05-04,68.3391342163086,294.0899963378906
2018-05-07,67.91454315185547,302.7699890136719
2018-05-08,67.40503692626953,301.9700012207031
2018-05-09,68.28251647949219,306.8500061035156
2018-05-10,69.01846313476562,305.0199890136719
2018-05-11,69.22604370117188,301.05999755859375
2018-05-14,69.14111328125,291.9700012207031
2018-05-15,68.82975769042969,284.17999267578125
2018-05-16,69.37698364257812,286.4800109863281
2018-05-17,69.78272247314453,284.5400085449219
2018-05-18,69.301513671875,276.82000732421875
2018-05-21,69.87706756591797,284.489990234375
2018-05-22,69.8487548828125,275.010009765625
2018-05-23,69.99028778076172,279.07000732421875
2018-05-24,69.60343170166016,277.8500061035156
2018-05-25,70.11295318603516,278.8500061035156
2018-05-29,69.86762237548828,283.760009765625
2018-05-30,70.66019439697266,291.7200012207031
2018-05-31,69.0373306274414,284.7300109863281
2018-06-01,69.301513671875,291.82000732421875
2018-06-04,69.99028778076172,296.739990234375
2018-06-05,69.79215240478516,291.1300048828125
2018-06-06,70.15068817138672,319.5
2018-06-07,71.4810562133789,316.0899963378906
2018-06-08,72.82085418701172,317.6600036621094
2018-06-11,73.15107727050781,332.1000061035156
2018-06-12,72.87745666503906,342.7699890136719
2018-06-13,72.15095520019531,344.7799987792969
2018-06-14,71.69805145263672,357.7200012207031
2018-06-15,73.0095443725586,358.1700134277344
2018-06-18,71.55652618408203,370.8299865722656
2018-06-19,72.01885986328125,352.54998779296875
2018-06-20,71.56597137451172,362.2200012207031
2018-06-21,72.12264251708984,347.510009765625
2018-06-22,73.05672454833984,333.6300048828125
2018-06-25,73.39639282226562,333.010009765625
2018-06-26,73.59453582763672,342.0
2018-06-27,73.30203247070312,344.5
2018-06-28,73.64170837402344,349.92999267578125
2018-06-29,73.65113830566406,342.95001220703125
2018-07-02,73.71719360351562,335.07000732421875
2018-07-03,73.50018310546875,310.8599853515625
2018-07-05,74.73619842529297,309.1600036621094
2018-07-06,74.83055114746094,308.8999938964844
2018-07-09,73.46244812011719,318.510009765625
2018-07-10,75.31173706054688,322.4700012207031
2018-07-11,74.68901824951172,318.9599914550781
2018-07-12,74.43427276611328,316.7099914550781
2018-07-13,74.83055114746094,318.8699951171875
2018-07-16,75.0381088256836,310.1000061035156
2018-07-17,75.50988006591797,322.69000244140625
2018-07-18,75.2173843383789,323.8500061035156
2018-07-19,74.95747375488281,320.2300109863281
2018-07-20,74.90985870361328,313.5799865722656
2018-07-23,74.74801635742188,303.20001220703125
2018-07-24,75.20500946044922,297.42999267578125
2018-07-25,75.6620101928711,308.739990234375
2018-07-26,76.2522964477539,306.6499938964844
2018-07-27,76.71883392333984,297.17999267578125
2018-07-30,76.35702514648438,290.1700134277344
2018-07-31,77.00444793701172,298.1400146484375
2018-08-01,76.78546905517578,300.8399963378906
2018-08-02,78.0707778930664,349.5400085449219
2018-08-03,78.38497924804688,348.1700134277344
2018-08-06,78.56585693359375,341.989990234375
2018-08-07,78.68011474609375,379.57000732421875
2018-08-08,78.40401458740234,370.3399963378906
2018-08-09,77.4995346069336,352.45001220703125
2018-08-10,77.52808380126953,355.489990234375
2018-08-13,77.61377716064453,356.4100036621094
2018-08-14,77.41383361816406,347.6400146484375
2018-08-15,78.35639953613281,338.69000244140625
2018-08-16,79.6798095703125,335.45001220703125
2018-08-17,79.6798095703125,305.5
2018-08-20,79.63219451904297,308.44000244140625
2018-08-21,79.8797378540039,321.8999938964844
2018-08-22,79.39418029785156,321.6400146484375
2018-08-23,79.25135803222656,320.1000061035156
2018-08-24,79.36560821533203,322.82000732421875
2018-08-27,79.44178009033203,319.2699890136719
2018-08-28,79.47986602783203,311.8599853515625
2018-08-29,79.4893798828125,305.010009765625
2018-08-30,79.41322326660156,303.1499938964844
2018-08-31,78.97525787353516,301.6600036621094
2018-09-04,78.73722839355469,288.95001220703125
2018-09-05,79.2989730834961,280.739990234375
2018-09-06,78.68964385986328,280.95001220703125
2018-09-07,77.98509216308594,263.239990234375
2018-09-10,78.43257141113281,285.5
2018-09-11,78.08029174804688,279.44000244140625
2018-09-12,79.12759399414062,290.5400085449219
2018-09-13,79.45128631591797,289.4599914550781
2018-09-14,79.60362243652344,295.20001220703125
2018-09-17,80.21297454833984,294.8399963378906
2018-09-18,79.97494506835938,284.9599914550781
2018-09-19,79.97494506835938,299.0199890136719
2018-09-20,81.269775390625,298.3299865722656
2018-09-21,81.70773315429688,299.1000061035156
2018-09-24,80.23200988769531,299.67999267578125
2018-09-25,79.13711547851562,300.989990234375
2018-09-26,79.27040100097656,309.5799865722656
2018-09-27,78.88957214355469,307.5199890136719
2018-09-28,79.2418441772461,264.7699890136719
2018-10-01,79.6607666015625,310.70001220703125
2018-10-02,80.31769561767578,301.0199890136719
2018-10-03,79.05142974853516,294.79998779296875
2018-10-04,77.9946060180664,281.8299865722656
2018-10-05,78.21359252929688,261.95001220703125
2018-10-08,78.45162200927734,250.55999755859375
2018-10-09,78.26119232177734,262.79998779296875
2018-10-10,77.53761291503906,256.8800048828125
2018-10-11,75.09076690673828,252.22999572753906
2018-10-12,75.27164459228516,258.7799987792969
2018-10-15,76.29039001464844,259.5899963378906
2018-10-16,77.12821960449219,276.5899963378906
2018-10-17,77.93749237060547,271.7799987792969
2018-10-18,77.07015991210938,263.9100036621094
2018-10-19,83.85126495361328,260.0
2018-10-22,83.17890167236328,260.95001220703125
